episode,act,title,contributors,description,episode-act
471,0.01,Act One. Gym Rat.,Sam Black,"
In the summer of 2006, an FBI official visited a mosque in Orange County,
California. His intention was to reassure the community that they weren’t
being spied on. But a few months later, an undercover informant named Craig
Monteilh showed up at the mosque. Monteilh says he’d been sent there to
catch terrorists. But his behavior was so odd that Monteilh himself came
under suspicion. Documentary filmmaker Sam Black reports the story.
(25 minutes)Government • Terrorism Sam Black
 
Song:
""Come Spy With Me"", Hugo Montenegro
 
",471.01
471,0.02,Act Two. ,Sam Black,"
The story of Craig Monteilh continues: What happens when you turn someone in
to the FBI who, it turns out, is working for the FBI? Trevor Aaronson, whom
Sam Black interviewed for this story, has a book coming out called The
Terror Factory.
(21 minutes) Criminal Justice • Government Sam Black
 
Song:
""Please Don't Follow Me"", James Murphy
 
",471.02
471,0.21,Credits.,,Credits,471.21
472,0.0,Prologue.,,Prologue,472.0
472,0.01,Act One.,David Rakoff,"David Rakoff died a week ago, on August 9th. He’d appeared on This American Life 25 times, first in 1996, during the third month of the show; his last appearance was just three weeks ago. He was on the program so often that in putting together this week’s show, we realized we could tell a lot of his life story, simply through things he said on the show. So this week we do just that, with excerpts from some of his favorite stories over the years",472.01
472,0.21,Credits.,,Credits,472.21
473,0.0,Prologue.,,"
Ira talks with UC Davis Professor Kathy Stuart about a macabre trend that
dates back to 17th and 18th century Europe. It seems that in order to avoid
eternal damnation for the sin of committing suicide, a number of people
began committing murder for the express purpose of turning themselves in,
confessing their sins to a priest in order to be blessed and forgiven before
being executed.
(9 minutes)Death • Religion ",473.0
473,0.01,Act One. Death Takes a Policy.,Alex Blumberg,"An estate attorney in Rhode Island discovers the investor's Holy Grail: a
financial scheme that guarantees only reward and no risk. All upside with
no downside. The only catch? You have to die in order to get the money.
But there's a loophole! Alex Blumberg from Planet Money and Jake Bernstein
from ProPublica tell the story of how the attorney, Joseph Caramadre,
figured out how to get someone else to die instead.
",473.01
473,0.21,Credits.,,Credits,473.21
474,0.0,Prologue.,Ira Glass,"
Host Ira Glass talks about his experiences reporting on education and the
unending question of how we can make schools better. He discusses the
Chicago Teachers strike and an essay by writer Alex Kotlowitz that talks
about how the strike raises questions about the severity of this challenge. (4 1/2 minutes)Education Ira Glass
 ",474.0
474,0.01,Act One. No These Things Will Not Be on the Final Exam,Ira Glass,"
Ira talks with Paul Tough, author of the book How Children Succeed, about the
traditional ways we measure ability and intelligence in American schools.
They talk about the focus on cognitive abilities and conventional ""book
smarts."" They discuss the current emphasis on these kinds of skills in
American education, and the emphasis on standardized testing, and then turn our
attention to a growing body of research that suggests we may be on the verge
of a new approach to some of the biggest challenges facing American schools
today. Paul Tough discusses how “non-cognitive skills” — qualities like
tenacity, resilience, impulse control — are being viewed as increasingly
vital in education, and Ira speaks with economist James Heckman, who’s been
at the center of this research and this shift. (38 1/2 minutes) Ira Glass
 ",474.01
474,0.02,Act Two. ,Ira Glass,"
Our story picks back up with the question of how non-cognitive
skills can be taught to older kids who have gone much longer without
learning things like self-control, conscientiousness and resilience. Ira
returns to the story of Kewauna, the Chicago teenager, who talks about the
dramatic ways in which she changed her life. They discuss an intervention
by Kewauna’s family, and the programs that have helped her thrive.
Economist James Heckman then discusses they ways in which this shift in
emphasis could change the way we practice education and the way we think
about learning. (11 minutes)Education Ira Glass
 
Songs:
""You Don't Learn That in School"", Louis Armstrong
""Back to School Again"", Morocco Muzik Makers
 
",474.02
474,0.21,Credits.,,Credits,474.21
475,0.0,Prologue.,Josh Bearman,"
Reporter Josh Bearman tells Ira a story about two coded messages that Galileo sent to fellow scientist Johannes Kepler back in the 17th century. Galileo was trying to tell Kepler about some of the amazing discoveries he made with his new telescope. And after months of mind-bending work, Kepler finally decoded the messages. Eureka! There was only one catch. Kepler was wrong. But he was also kind of right. But also, still, kind of wrong.
(8 mins)Science Josh Bearman
 ",475.0
475,0.01,Act One. The Motherhood of the Traveling Pants.,,"
For generations, the gender of babies born into one family have all been
determined in advance. The pregnant mothers receive a package in the mail,
and if a little pink dress is inside, it's a girl. If there is a pair of
brown polyester old-man pants, it's a boy. Producer Brian Reed reports the
story.
(17 minutes)Family • Mothers ",475.01
475,0.02,Act Two. Message in a Bottle.,Dave Hill,"
Comedian, performer and author Dave Hill gets the message, loud and clear,
from a Gatorade bottle on a subway platform. Dave is the author of
Tasteful Nudes ... and Other Misguided Attempts at Personal Growth and
Validation. His story was recorded live at Cameo Gallery in Brooklyn.
(9 minutes)
Dave Hill
 ",475.02
475,0.03,Act Three. Soul Sister.,,"
Sonari Glinton tells the story of how a Catholic nun teaches an entire
school on Chicago's South Side that we are all truly made in God's image.
Sonari is a reporter for NPR News.
(8 minutes)
Education 
Song:
""Personal Jesus"", Nina Hagen
 
",475.03
475,0.04,Act Four. Not My First Time at the Rodeo.,Nancy Updike,"
A man has a very clear vision of how he always stood up to his father,
protected his mother and fought hard for the truth. Until one day he
discovers actual raw data — secretly recorded conversations — that
threaten to change his picture of everything. Producer Nancy Updike tells
the story.
(12 minutes)Family • Fathers • Mothers Nancy Updike
 
Song:
""Get The Message"", Sagitarius
 
",475.04
475,0.21,Credits.,,Credits,475.21
476,0.0,Prologue.,Tig Notaro,"
Ira talks to comedian Tig Notaro, who recently had a bunch of horrible things happen to her all in the course of 4 months. (3 minutes)Cancer Tig Notaro
 ",476.0
476,0.01,Act One. Too Soon?,Tig Notaro,"
In July, Tig was diagnosed with cancer. A week later she went on stage on
Los Angeles and did a now-legendary set about her string of misfortunes.
This is an excerpt of the full performance, which is available for download
at Louis CK's web site. (13 minutes)
Breakup • Cancer • Funny Tig Notaro
 ",476.01
476,0.02,Act Two. Just Keep Breathing.,Ira Glass,"
A teenage girl gets bitten by a shark, rushed to the doctor's office, stitched up, and told she'll be totally fine. Crisis averted, right? Not so much. Ira tells the story. (21 minutes) Family • Health Care/Medicine Ira Glass
 ",476.02
476,0.03,Act Three. A Real Nail Biter.,Jessica Benko,"
Jessica Benko tells the story of a woman named Cathy who was almost killed
several times... by a thought that she just couldn't get rid of.
(15 1/2 minutes)
Health Care/Medicine • Mental Health Jessica Benko
 ",476.03
476,0.04,Act Four. The Year After.,Tim Kreider,"
Tim Kreider almost died after he was stabbed in the throat. But that wasn't
nearly as interesting as the year that followed. A version of this essay
appears in Tim's most recent book, We Learn Nothing. (4 minutes) Crime Tim Kreider
 
Song:
""Survival Song"", Andrew Jackson Jihad
 
",476.04
476,0.21,Credits.,,Credits,476.21
477,0.0,Prologue.,,"
Ira takes a flight with travel writer Ken Hegan, to witness Ken deploying a
travel gadget that keeps the seat in front of him from reclining. This means
more knee space for Ken — but does he get away with it, really?
(6 minutes)Travel ",477.0
477,0.01,Act One. Take Your Kid to Work Day.,,"
A boy rides shotgun in a memorable car ride with his mother, and in the
process learns how his father earns money for their family. This story
appears in Domingo Martinez’s memoir, The Boy Kings of Texas, which is a
finalist for the National Book Award.
(17 min)Childhood • Family ",477.01
477,0.02,Act Two. Get Away With It After the Beep.,,"
We asked listeners to call in with their stories of getting away with it,
and got nearly 1000 messages. Here are a handful.
(6 minutes) ",477.02
477,0.03,Act Three. Crime and Tutus.,,"
Molly Shannon tells the story of when she and a friend evaded a whole lot of
adults to travel half-way across the country, despite the fact that they
were twelve years old and wearing tutus. Her story was recorded during a
live taping of WTF with Marc Maron.
(4 minutes)Children • Travel ",477.03
477,0.04,Act Four. Pre K-O.,Alex Blumberg,"
Producer Alex Blumberg tells the story of how Oklahoma, against huge odds,
came to have the first and best publicly-funded pre-school system in the
country, and how one businessman joined the fight because a cardboard box
full of evidence convinced him that pre-school was the smartest business
decision the state could make.
(21 minutes)Economics • Education Alex Blumberg
 
Song:
""I Fooled You This Time"", Gene Chandler
 
",477.04
477,0.21,Credits.,,Credits,477.21
478,0.0,Prologue.,,"
Ira Glass rides around with a man in the man's hometown...a man who doesn't want us to say his name on the radio. Why? Because he's secretly a Democrat, in a small town dominated by Republicans. (5 1/2 minutes)Neighbors/Neighborhoods • Politics ",478.0
478,0.01,"Act One. I Know You Are, But What Am I?",Lisa Pollak,"We surveyed hundreds of people around the country, from every part of the political spectrum, about the ways in which politics are interfering with their friendships and families. Producer Lisa Pollak reports. (20 minutes)",478.01
478,0.02,Act Two. Nothing in Moderation.,Sarah Koenig,"A portrait of what it looks like when politics gets polarized, and how hard it is for people in the middle to hang on. Producer Sarah Koenig explains what happened when a wave of Republican politicians swept to power with a three-to-one majority in 2010. New Hampshire’s a small state, and the shift to a more divisive in-your-face kind of politics happened very quickly, so it’s possible to see exactly what’s gained and lost when that happens. (30 1/2 minutes)",478.02
